Train Name,Date,Station Name,Scheduled Arrival Time,Actual Arrival Time,Scheduled Departure Time,Actual Departure Time,Distance Between Stations (km),Average Speed (km/h),Weather Condition,Temperature (C),Rainfall (mm),Visibility (km),Traffic Congestion,Platform Number,Cause of Delay (if any)
New Delhi Rajdhani Express (12302),2020-05-01,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,47.8,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-01,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Heatwave,47.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-01,Dhanbad Jn,03:00,03:00,03:05,03:05,199,119.4,Heatwave,47.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-01,Howrah Jn,09:55,09:58,None,None,259,37.6,Heatwave,47.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-02,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,47.7,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-02,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Heatwave,47.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-02,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,47.7,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-02,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Heatwave,47.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-02,Dhanbad Jn,03:00,03:02,03:05,03:07,199,119.4,Heatwave,47.7,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-02,Howrah Jn,09:55,09:55,None,None,259,38.1,Heatwave,47.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-03,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,45.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-03,Kanpur Central,21:00,22:31,21:05,22:36,439,78.6,Heatwave,45.3,N/A,N/A,Medium,2,Track maintenance block
New Delhi Rajdhani Express (12302),2020-05-03,Pt Deen Dayal Upadhyaya Jn,23:35,00:59,23:45,01:09,347,130,Heatwave,45.3,N/A,N/A,Medium,5,Track maintenance block
New Delhi Rajdhani Express (12302),2020-05-03,Gaya Jn,01:15,02:34,01:20,02:39,203,130,Heatwave,45.3,N/A,N/A,Medium,4,Track maintenance block
New Delhi Rajdhani Express (12302),2020-05-03,Dhanbad Jn,03:00,04:13,03:05,04:18,199,127.0,Heatwave,45.3,N/A,N/A,Medium,5,Track maintenance block
New Delhi Rajdhani Express (12302),2020-05-03,Howrah Jn,09:55,11:04,None,None,259,38.3,Heatwave,45.3,N/A,N/A,Medium,3,Track maintenance block
New Delhi Rajdhani Express (12302),2020-05-04,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,45.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-04,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Heatwave,45.5,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2020-05-04,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,45.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-04,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Heatwave,45.5,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-04,Dhanbad Jn,03:00,03:03,03:05,03:08,199,119.4,Heatwave,45.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-04,Howrah Jn,09:55,09:56,None,None,259,38.1,Heatwave,45.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-05,New Delhi,None,None,16:55,16:56,N/A,N/A,High Wind,38.8,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-05,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,High Wind,38.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-05,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,High Wind,38.8,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-05,Gaya Jn,01:15,01:17,01:20,01:22,203,130,High Wind,38.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-05,Dhanbad Jn,03:00,03:15,03:05,03:20,199,105.7,High Wind,38.8,N/A,N/A,Low,2,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2020-05-05,Howrah Jn,09:55,10:11,None,None,259,37.8,High Wind,38.8,N/A,N/A,Low,2,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2020-05-06,New Delhi,None,None,16:55,16:56,N/A,N/A,High Wind,32.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-06,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,High Wind,32.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-06,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,High Wind,32.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-06,Gaya Jn,01:15,01:29,01:20,01:34,203,117.1,High Wind,32.2,N/A,N/A,Low,1,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2020-05-06,Dhanbad Jn,03:00,03:10,03:05,03:15,199,124.4,High Wind,32.2,N/A,N/A,Low,5,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2020-05-06,Howrah Jn,09:55,10:06,None,None,259,37.8,High Wind,32.2,N/A,N/A,Low,2,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2020-05-07,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,37.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-07,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,37.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-07,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,37.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-07,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,37.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-07,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,37.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-07,Howrah Jn,09:55,09:57,None,None,259,37.8,Clear,37.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-08,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,35.5,10.2,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-08,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Thunderstorm,35.5,10.2,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-08,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Thunderstorm,35.5,10.2,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-08,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Thunderstorm,35.5,10.2,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-08,Dhanbad Jn,03:00,03:01,03:05,03:06,199,120.6,Thunderstorm,35.5,10.2,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-08,Howrah Jn,09:55,09:56,None,None,259,37.9,Thunderstorm,35.5,10.2,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-09,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,42.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-09,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Heatwave,42.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-09,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,42.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-09,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,42.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-09,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Heatwave,42.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-09,Howrah Jn,09:55,09:56,None,None,259,37.9,Heatwave,42.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-10,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,38.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-10,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Clear,38.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-10,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,38.5,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2020-05-10,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,38.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-10,Dhanbad Jn,03:00,03:03,03:05,03:08,199,115.9,Clear,38.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-10,Howrah Jn,09:55,09:57,None,None,259,38.0,Clear,38.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-11,New Delhi,None,None,16:55,17:12,N/A,N/A,Thunderstorm,35.2,8.6,N/A,Low,2,Speed restriction due to thunderstorm (8.6 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-05-11,Kanpur Central,21:00,21:16,21:05,21:21,439,108.0,Thunderstorm,35.2,8.6,N/A,Low,1,Speed restriction due to thunderstorm (8.6 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-05-11,Pt Deen Dayal Upadhyaya Jn,23:35,23:52,23:45,00:02,347,130,Thunderstorm,35.2,8.6,N/A,Low,4,Speed restriction due to thunderstorm (8.6 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-05-11,Gaya Jn,01:15,01:28,01:20,01:33,203,130,Thunderstorm,35.2,8.6,N/A,Low,5,Speed restriction due to thunderstorm (8.6 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-05-11,Dhanbad Jn,03:00,03:15,03:05,03:20,199,117.1,Thunderstorm,35.2,8.6,N/A,Low,2,Speed restriction due to thunderstorm (8.6 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-05-11,Howrah Jn,09:55,10:11,None,None,259,37.8,Thunderstorm,35.2,8.6,N/A,Low,5,Speed restriction due to thunderstorm (8.6 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-05-12,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,37.9,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-12,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,37.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-12,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,37.9,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-12,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,37.9,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-12,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Clear,37.9,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-12,Howrah Jn,09:55,09:57,None,None,259,37.7,Clear,37.9,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-13,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,42.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-13,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Heatwave,42.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-13,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Heatwave,42.4,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-13,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Heatwave,42.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-13,Dhanbad Jn,03:00,03:01,03:05,03:06,199,121.8,Heatwave,42.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-13,Howrah Jn,09:55,09:58,None,None,259,37.7,Heatwave,42.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-14,New Delhi,None,None,16:55,16:57,N/A,N/A,Heatwave,45.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-14,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Heatwave,45.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-14,Pt Deen Dayal Upadhyaya Jn,23:35,00:15,23:45,00:25,347,109.6,Heatwave,45.4,N/A,N/A,High,4,Speed restriction due to extreme heat (45.4°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-14,Gaya Jn,01:15,01:47,01:20,01:52,203,130,Heatwave,45.4,N/A,N/A,High,3,Speed restriction due to extreme heat (45.4°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-14,Dhanbad Jn,03:00,03:25,03:05,03:30,199,128.4,Heatwave,45.4,N/A,N/A,High,2,Speed restriction due to extreme heat (45.4°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-14,Howrah Jn,09:55,10:13,None,None,259,38.6,Heatwave,45.4,N/A,N/A,High,3,Speed restriction due to extreme heat (45.4°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-15,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,28.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-15,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Cloudy,28.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-15,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Cloudy,28.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-15,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Cloudy,28.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-15,Dhanbad Jn,03:00,03:02,03:05,03:07,199,120.6,Cloudy,28.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-15,Howrah Jn,09:55,09:55,None,None,259,38.1,Cloudy,28.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-16,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,29.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-16,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,29.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-16,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Clear,29.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-16,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,29.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-16,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Clear,29.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-16,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,29.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-17,New Delhi,None,None,16:55,16:57,N/A,N/A,Cloudy,36.9,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-17,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Cloudy,36.9,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-17,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,36.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-17,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,36.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-17,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Cloudy,36.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-17,Howrah Jn,09:55,09:56,None,None,259,37.8,Cloudy,36.9,N/A,N/A,Low,2,None
New Delhi Rajdhani Express (12302),2020-05-18,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,39.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-18,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,39.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-18,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,39.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-18,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,39.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-18,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Clear,39.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-18,Howrah Jn,09:55,09:57,None,None,259,37.9,Clear,39.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-19,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,34.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-19,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Clear,34.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-19,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,34.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-19,Gaya Jn,01:15,01:19,01:20,01:24,203,130,Clear,34.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-19,Dhanbad Jn,03:00,03:01,03:05,03:06,199,123.1,Clear,34.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-19,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,34.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-20,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,47.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-20,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Heatwave,47.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-20,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,47.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-20,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Heatwave,47.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-20,Dhanbad Jn,03:00,03:02,03:05,03:07,199,119.4,Heatwave,47.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-20,Howrah Jn,09:55,09:56,None,None,259,38.0,Heatwave,47.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-21,New Delhi,None,None,16:55,16:58,N/A,N/A,Clear,28.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-21,Kanpur Central,21:00,21:00,21:05,21:05,439,108.8,Clear,28.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-21,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,28.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-21,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,28.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-21,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Clear,28.1,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2020-05-21,Howrah Jn,09:55,09:56,None,None,259,37.8,Clear,28.1,N/A,N/A,Low,3,None
New Delhi Rajdhani Express (12302),2020-05-22,New Delhi,None,None,16:55,16:57,N/A,N/A,Heatwave,43.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-22,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Heatwave,43.7,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-22,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,43.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-22,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Heatwave,43.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-22,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Heatwave,43.7,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-22,Howrah Jn,09:55,09:55,None,None,259,38.1,Heatwave,43.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-23,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,43.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-23,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Heatwave,43.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-23,Pt Deen Dayal Upadhyaya Jn,23:35,23:53,23:45,00:03,347,123.9,Heatwave,43.6,N/A,N/A,Low,1,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-23,Gaya Jn,01:15,01:35,01:20,01:40,203,130,Heatwave,43.6,N/A,N/A,Low,5,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-23,Dhanbad Jn,03:00,03:18,03:05,03:23,199,121.8,Heatwave,43.6,N/A,N/A,Low,4,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-23,Howrah Jn,09:55,10:13,None,None,259,37.9,Heatwave,43.6,N/A,N/A,Low,5,Speed restriction due to extreme heat (43.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-05-24,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,36.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-24,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Clear,36.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-24,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,36.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-24,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,36.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-24,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,36.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-24,Howrah Jn,09:55,09:56,None,None,259,37.9,Clear,36.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-25,New Delhi,None,None,16:55,16:56,N/A,N/A,Thunderstorm,33.4,29.6,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-25,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Thunderstorm,33.4,29.6,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-25,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Thunderstorm,33.4,29.6,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-25,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Thunderstorm,33.4,29.6,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-25,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Thunderstorm,33.4,29.6,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-25,Howrah Jn,09:55,11:28,None,None,259,31.0,Thunderstorm,33.4,29.6,N/A,Medium,2,Late start from originating station
New Delhi Rajdhani Express (12302),2020-05-26,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,34.9,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-26,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Cloudy,34.9,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-26,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,34.9,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-26,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Cloudy,34.9,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-26,Dhanbad Jn,03:00,03:03,03:05,03:08,199,118.2,Cloudy,34.9,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-26,Howrah Jn,09:55,09:56,None,None,259,38.1,Cloudy,34.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-27,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,36.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-05-27,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,36.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-27,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,36.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-27,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Clear,36.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-27,Dhanbad Jn,03:00,03:01,03:05,03:06,199,121.8,Clear,36.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-27,Howrah Jn,09:55,09:57,None,None,259,37.8,Clear,36.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-28,New Delhi,None,None,16:55,16:58,N/A,N/A,Thunderstorm,36.0,50.9,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2020-05-28,Kanpur Central,21:00,21:03,21:05,21:08,439,107.5,Thunderstorm,36.0,50.9,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-28,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Thunderstorm,36.0,50.9,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-28,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Thunderstorm,36.0,50.9,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-28,Dhanbad Jn,03:00,03:03,03:05,03:08,199,117.1,Thunderstorm,36.0,50.9,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-05-28,Howrah Jn,09:55,09:55,None,None,259,38.2,Thunderstorm,36.0,50.9,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-29,New Delhi,None,None,16:55,16:58,N/A,N/A,Cloudy,35.7,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-29,Kanpur Central,21:00,21:02,21:05,21:07,439,108.0,Cloudy,35.7,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-05-29,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,35.7,N/A,N/A,None,5,None
